room_dimensions
5.000000	5.000000	3.000000	

receiver_coords
3.000000	3.000000	1.000000	

source_coords
2.000000	3.000000	1.000000	

wall_materials
glass	glass	glass	glass	glass	glass	

sampling_frequency
12000.000000	

hrtfData_file
ReferenceHRTF.mat	

h_table
-0.000000	-0.000001	
-0.000000	-0.000000	
-0.000000	-0.000000	
-0.000000	-0.000000	
-0.000000	-0.000000	
-0.000000	-0.000000	
-0.000000	-0.000000	
-0.000000	-0.000000	
-0.000000	-0.000000	
-0.000001	-0.000000	
-0.000001	-0.000000	
-0.000001	-0.000000	
-0.000001	-0.000000	
-0.000001	-0.000001	
-0.000001	-0.000001	
-0.000001	-0.000001	
-0.000001	-0.000001	
-0.000001	-0.000001	
-0.000001	-0.000001	
-0.000001	-0.000001	
-0.000001	-0.000001	
-0.000002	-0.000002	
-0.000002	-0.000002	
-0.000002	-0.000002	
-0.000002	-0.000001	
-0.000002	-0.000001	
-0.000001	-0.000001	
-0.000001	-0.000001	
-0.000001	-0.000001	
-0.000001	-0.000000	
-0.000001	-0.000000	
-0.000001	0.000000	
-0.000001	0.000001	
-0.000001	0.000001	
-0.000001	0.000002	
-0.000001	0.000002	
-0.000001	0.000003	
-0.000222	-0.000296	
-0.000159	0.000417	
-0.000528	-0.001219	
-0.003120	-0.003104	
0.000722	0.003269	
-0.005198	-0.008881	
-0.005136	-0.001057	
0.001655	0.002112	
-0.012883	-0.017996	
-0.000778	0.008684	
-0.003485	-0.009560	
-0.015520	-0.014723	
0.005629	0.013358	
-0.012076	-0.022056	
-0.009102	0.000501	
0.005806	0.005939	
-0.018495	-0.025542	
0.001810	0.015519	
-0.001281	-0.010572	
-0.018249	-0.016176	
0.010831	0.020472	
-0.012846	-0.027448	
-0.008651	0.004107	
0.011559	0.010399	
-0.023730	-0.033136	
0.006805	0.025226	
0.001907	-0.012981	
-0.024212	-0.019928	
0.021585	0.034095	
-0.016729	-0.038885	
-0.010927	0.010437	
0.024567	0.019637	
-0.037029	-0.051078	
0.015134	0.045875	
0.008708	-0.020755	
-0.045458	-0.035080	
0.046269	0.066648	
-0.029283	-0.074944	
-0.028878	0.020768	
0.068977	0.052605	
-0.083884	-0.121150	
0.035141	0.118666	
0.074496	-0.020666	
-0.162042	-0.138124	
0.152291	0.268842	
0.021603	-0.221060	
-0.337478	-0.139878	
0.654751	1.000000	
1.000000	0.462670	
0.157559	0.031788	
0.453039	0.863957	
0.622610	0.115185	
-0.263568	-0.681265	
-0.466345	-0.086906	
-0.449626	-0.304149	
-0.653167	-0.636385	
-0.397934	-0.195947	
-0.242882	-0.086202	
-0.033342	-0.042080	
0.430320	0.108977	
0.266622	0.123431	
-0.061675	0.213548	
0.144745	0.184005	
0.184436	0.017323	
-0.195801	-0.165125	
-0.294308	-0.215265	
-0.001418	-0.043145	
0.011907	-0.044178	
-0.139251	-0.044375	
0.071719	0.093791	
0.165910	-0.003584	
0.022204	0.012113	
0.089787	0.122569	
0.028519	-0.022963	
-0.162905	-0.018161	
-0.037745	0.077488	
0.106179	0.003006	
-0.008647	-0.065212	
-0.195412	-0.121257	
-0.208562	-0.113893	
-0.060353	-0.086178	
-0.064738	-0.073164	
-0.104817	-0.023950	
-0.015614	-0.081553	
-0.037571	-0.016947	
-0.017743	0.063839	
0.063139	-0.082750	
0.001117	0.134365	
0.117213	0.276641	
0.182793	-0.158585	
-0.148762	-0.128006	
-0.187125	0.102754	
0.063645	-0.162536	
-0.051985	-0.136161	
-0.155064	0.042008	
0.004306	-0.054473	
0.038443	0.005307	
0.010349	0.036547	
0.008510	-0.000107	
-0.007104	0.112111	
0.101333	0.076641	
0.123803	0.028235	
-0.060162	0.078311	
-0.070546	-0.044342	
0.062977	-0.135782	
0.010458	-0.080215	
-0.084019	-0.051870	
-0.020209	0.005450	
0.055617	0.059333	
0.030311	0.032831	
0.013620	0.020704	
0.038312	0.036631	
-0.003708	0.043911	
-0.035222	0.075060	
0.027607	0.092050	
0.018644	0.008076	
-0.023325	-0.026511	
0.053804	-0.005989	
0.084946	-0.053344	
0.039678	-0.014809	
0.065552	0.002818	
0.106088	-0.042232	
0.078052	-0.008508	
-0.020491	-0.020980	
-0.086067	0.001742	
-0.054637	0.048609	
-0.053629	0.010014	
-0.079379	0.050567	
-0.057765	0.034610	
-0.039686	-0.023256	
-0.016695	0.019356	
0.002183	-0.044551	
0.016500	-0.045138	
0.045684	0.004764	
0.007553	-0.078373	
-0.034811	-0.001768	
-0.025275	0.010486	
-0.052053	-0.068977	
-0.047711	0.055317	
-0.019366	-0.015822	
-0.037859	-0.031794	
-0.022870	0.115173	
-0.006134	-0.057555	
0.004295	0.000265	
0.029180	0.072084	
-0.003738	-0.208125	
0.005484	0.004733	
0.028136	0.200609	
-0.025818	0.215295	
0.013662	0.574522	
0.044420	0.214045	
-0.005355	-0.269291	
0.048092	-0.037762	
0.043508	-0.344712	
0.004036	-0.409113	
0.095915	0.236000	
0.093716	0.165600	
0.121375	0.207903	
0.319974	0.569888	
0.300484	0.091868	
0.044807	-0.226911	
-0.172785	-0.121716	
-0.283214	-0.389852	
-0.205008	-0.278552	
-0.025346	0.277481	
0.040122	0.451411	
0.004100	0.365630	
-0.012419	0.169788	
0.008076	-0.139296	
0.012726	-0.213556	
0.019433	-0.111796	
0.030325	-0.215690	
-0.010346	-0.318710	
-0.051953	-0.130540	
-0.058930	0.050786	
-0.035958	0.161696	
0.020256	0.207804	
0.032034	-0.062243	
0.028614	-0.251201	
0.038229	-0.151269	
-0.002050	-0.060777	
0.008902	0.067032	
0.017385	0.038071	
-0.036400	-0.083396	
0.003594	-0.032596	
-0.026961	-0.144294	
-0.066132	-0.090279	
0.141376	0.219763	
0.230031	0.093051	
0.142536	0.047557	
0.264181	0.262231	
0.312204	0.060852	
0.026491	-0.064037	
-0.132307	0.055086	
-0.095818	-0.066057	
-0.209170	-0.149112	
-0.249422	-0.101413	
-0.081395	-0.140771	
-0.037116	-0.088369	
0.032908	0.123405	
0.203541	0.198399	
0.126484	0.095639	
0.129384	0.134404	
0.298725	0.198317	
0.118257	0.013873	
-0.122538	-0.069314	
-0.144335	0.059082	
-0.179474	0.037010	
-0.205143	0.018543	
-0.274124	0.221015	
-0.238299	0.193442	
0.042009	-0.178761	
0.109584	-0.350693	
-0.047573	-0.321182	
-0.042109	-0.272076	
0.227248	-0.031645	
0.527240	0.129657	
0.234999	0.053535	
-0.340638	0.012212	
-0.357637	-0.055203	
-0.296997	-0.100589	
-0.423493	-0.062276	
-0.177265	-0.041510	
0.175154	0.067456	
0.234579	-0.002579	
0.199206	-0.124925	
0.351170	0.096522	
0.584391	0.046920	
0.360091	-0.113947	
-0.129316	0.143360	
-0.331321	0.121519	
-0.398538	0.039794	
-0.382604	0.293922	
-0.282018	0.185647	
-0.115858	0.023483	
0.280498	0.015579	
0.434501	-0.175209	
0.190682	-0.066541	
0.133766	0.035538	
0.159769	-0.017516	
0.047798	0.358762	
-0.099616	0.432911	
-0.318516	0.087448	
-0.355927	0.090109	
-0.190705	-0.026728	
-0.095935	-0.239047	
0.037690	-0.031257	
0.134906	0.001291	
0.118861	-0.255907	
0.162701	-0.235046	
0.136579	-0.063738	
-0.010129	0.040702	
-0.114369	0.182290	
-0.118330	0.195553	
-0.097198	-0.028967	
-0.144437	-0.178989	
-0.039762	-0.174621	
0.206615	-0.128875	
0.238904	-0.015346	
0.342980	-0.012925	
0.516403	-0.053623	
0.160009	0.023690	
-0.302919	0.002804	
-0.393192	0.126239	
-0.404456	0.296334	
-0.266274	-0.020735	
-0.011741	-0.228187	
0.069166	-0.181060	
0.059266	-0.318030	
0.012441	-0.081336	
0.002086	0.230494	
0.034892	0.136034	
-0.000568	0.324460	
0.015025	0.411305	
-0.042174	0.065694	
-0.152981	-0.029279	
0.031035	-0.185162	
0.247333	-0.466234	
0.325156	-0.319138	
0.387451	-0.097229	
0.083107	0.016571	
-0.337590	0.159154	
-0.287321	0.125959	
-0.195833	0.042756	
-0.199835	-0.016703	
0.261461	-0.054332	
0.820589	0.077938	
0.806807	0.102578	
0.438273	0.022977	
-0.021830	0.022903	
-0.483074	-0.070329	
-0.581038	-0.073644	
-0.393695	-0.005046	
-0.313988	-0.069037	
-0.107702	0.009272	
0.308659	0.067131	
0.311111	-0.032229	
-0.140069	0.040425	
-0.273335	0.070625	
0.031658	0.001180	
0.081908	0.039010	
-0.154328	-0.009090	
-0.126528	-0.008746	
-0.028917	0.052998	
-0.083934	-0.038752	
0.094338	-0.007113	
0.286021	0.025290	
0.073792	-0.083969	
-0.182153	-0.009228	
-0.232518	-0.007478	
-0.184711	-0.092484	
-0.007287	0.012144	
0.291175	-0.043644	
0.546217	-0.059078	
0.474562	0.129187	
0.029881	0.071630	
-0.369149	0.173812	
-0.501306	0.433616	
-0.423807	0.207944	
-0.126341	-0.026750	
0.155777	-0.133354	
0.188485	-0.419542	
0.051599	-0.352278	
-0.083653	-0.047317	
-0.045077	0.079802	
0.047852	0.216555	
0.046812	0.160693	
0.110378	-0.018030	
0.127385	-0.031440	
0.024179	-0.039081	
0.056785	0.034836	
0.075891	0.112313	
